time,participant,order,app_suna,non_suna,app_ono,non_ono,utterance
0:09:01,participant06,1,0,0,0,0,かかはこれで
0:09:04,participant06,1,0,0,0,0,ここに
0:09:10,participant06,1,1,0,0,0,これは入らんの
0:09:11,participant06,1,0,0,0,0,これはここ
0:09:16,participant06,1,1,0,0,0,うん、これはここ
0:09:18,participant06,1,0,0,0,0,車はここで
0:09:21,participant06,1,0,0,0,0,こうやってするん
0:09:26,participant06,1,0,0,0,0,ん？
0:09:27,participant06,1,0,0,0,0,だあっ
0:09:28,participant06,1,0,0,0,0,だあ、これここ
0:09:31,participant06,1,0,0,0,0,置いてごらん
0:09:34,participant06,1,0,0,0,0,これは車で
0:09:40,participant06,1,0,0,0,0,きゅ～
0:09:43,participant06,1,0,0,1,0,もっとく？
0:09:45,participant06,1,0,0,0,0,うん
0:09:48,participant06,1,0,0,0,0,かわいい
0:09:51,participant06,1,0,0,0,0,あ、なんかなに
0:09:55,participant06,1,0,0,0,0,あ、
0:00:04,participant06,2,0,0,0,0,いっか、いけいけ
0:00:07,participant06,2,0,0,0,0,結構力いるでしょ？
0:00:14,participant06,2,0,0,0,0,わこちゃんの力じゃ無理ちゃん
0:00:16,participant06,2,0,0,0,0,はい
0:00:21,participant06,2,0,0,0,0,ま～？
0:00:24,participant06,2,0,0,0,0,ぴぴぴぴぴぴぴぴ
0:00:28,participant06,2,0,0,0,0,ぴぴぴぴぴ
0:00:30,participant06,2,0,0,0,0,ま～
0:00:32,participant06,2,0,0,0,0,これはむずかしいぞ～
0:00:34,participant06,2,0,0,0,0,ここやここ
0:00:39,participant06,2,0,0,0,0,入れれるかな？
0:00:40,participant06,2,0,0,0,0,お！
0:00:41,participant06,2,0,0,0,0,お！
0:00:41,participant06,2,0,0,0,0,こうや！
0:00:43,participant06,2,0,0,0,0,こうや
0:00:44,participant06,2,0,0,0,0,はっ！
0:00:46,participant06,2,0,0,0,0,いけた～～
0:00:49,participant06,2,0,0,0,0,次はこれ
0:00:53,participant06,2,0,0,0,0,パカッ
0:00:55,participant06,2,0,0,0,0,ここ
0:00:56,participant06,2,0,0,0,0,難しいぞ
0:00:58,participant06,2,0,0,0,0,お！
0:00:59,participant06,2,0,0,0,0,すごいやん
0:01:01,participant06,2,0,0,0,0,いぇーい
0:01:02,participant06,2,0,0,0,0,ぽんぽんぽん
0:01:05,participant06,2,0,0,0,0,それは
0:01:08,participant06,2,0,0,0,0,こっち！
0:01:09,participant06,2,0,0,0,0,ここ！
0:01:12,participant06,2,1,0,0,0,あれ～？
0:01:14,participant06,2,1,0,0,0,あれ～？
0:01:15,participant06,2,0,0,0,0,ここ
0:01:16,participant06,2,0,0,0,0,おりょりょりょ危ない危ない
0:01:20,participant06,2,0,0,0,0,ここ難しいか
0:01:21,participant06,2,0,0,0,0,これは？
0:01:25,participant06,2,0,0,0,0,ん～
0:01:26,participant06,2,0,0,0,0,ここ！
0:01:29,participant06,2,0,0,0,0,ここだよ
0:01:32,participant06,2,0,0,0,0,頭使ってや～
0:01:34,participant06,2,0,0,0,0,ここやで～
0:01:40,participant06,2,0,0,0,0,ここ
0:01:48,participant06,2,0,0,0,0,お～してんの
0:01:52,participant06,2,0,0,0,0,ここ
0:01:55,participant06,2,0,0,0,0,うん
0:01:55,participant06,2,0,0,0,0,もっと簡単なんあったかな
0:01:57,participant06,2,0,0,0,0,これか
0:01:58,participant06,2,0,0,0,0,これの方がいいか
0:01:59,participant06,2,0,0,0,0,おう
0:02:00,participant06,2,0,0,0,0,これはー
0:02:03,participant06,2,0,0,0,0,ここや
0:02:05,participant06,2,0,0,0,0,ここや
0:02:07,participant06,2,0,0,0,0,あー
0:02:08,participant06,2,0,0,0,0,これいかんか
0:02:08,participant06,2,0,0,0,0,これは？
0:02:09,participant06,2,1,0,1,0,わこちゃんも好きやん
0:02:12,participant06,2,1,0,1,0,な？これ好きやな
0:02:16,participant06,2,0,0,0,0,コンコンコンコンコンコン
0:02:19,participant06,2,0,0,0,0,でー
0:02:19,participant06,2,0,0,0,0,お！
0:02:20,participant06,2,0,0,0,0,入れる？
0:02:23,participant06,2,0,0,0,0,三角ここやで
0:02:27,participant06,2,0,0,0,0,入れれるかな～
0:02:30,participant06,2,0,0,0,0,入れれるかな
0:02:32,participant06,2,0,0,0,0,はい、ポットンして？
0:02:34,participant06,2,0,0,0,0,ポットン！
0:02:37,participant06,2,0,0,0,0,ここやで
0:02:39,participant06,2,0,0,0,0,難しいかまだ
0:02:48,participant06,2,0,0,0,0,はい、ここに
0:02:51,participant06,2,0,0,0,0,ポトン！
0:02:54,participant06,2,0,0,0,0,それは～
0:02:57,participant06,2,0,0,0,0,あーんどこいったん
0:03:00,participant06,2,0,0,0,0,もえ～？
0:03:05,participant06,2,0,0,0,0,見て
0:03:06,participant06,2,0,0,0,0,これなあどこ行った？
0:03:08,participant06,2,1,0,1,0,ほんま？
0:03:12,participant06,2,0,0,0,0,みの(?)
0:03:13,participant06,2,0,0,0,0,あった？
0:03:15,participant06,2,0,0,0,0,ばあ
0:03:16,participant06,2,0,0,0,0,あった？
0:03:19,participant06,2,0,0,0,0,ば？
0:03:20,participant06,2,0,0,0,0,入れてごらん
0:03:22,participant06,2,0,0,0,0,ば？
0:03:32,participant06,2,0,0,0,0,いー
0:03:33,participant06,2,1,0,0,0,誰がいい？
0:03:35,participant06,2,1,0,0,0,誰がいいんですか
0:03:37,participant06,2,0,0,0,0,これもなんか
0:03:39,participant06,2,0,0,0,0,あ！
0:03:40,participant06,2,0,0,0,0,面白いこれ
0:03:42,participant06,2,0,0,0,0,ここポンって押してごらん
0:03:44,participant06,2,0,0,0,0,ポン
0:03:46,participant06,2,0,0,0,0,これはバイバーイ
0:03:50,participant06,2,0,0,0,0,バイバイ
0:03:52,participant06,2,0,0,0,0,ここは？
0:04:00,participant06,2,0,0,0,0,これは？
0:04:01,participant06,2,0,0,0,0,ほなー
0:04:02,participant06,2,0,0,0,0,ここぴゅ
0:04:05,participant06,2,0,0,0,0,こっち
0:04:08,participant06,2,0,0,0,0,おてて気つけてよ
0:04:11,participant06,2,0,0,0,0,ここピッしてごらん
0:04:14,participant06,2,0,0,0,0,ここで
0:04:15,participant06,2,0,0,0,0,ここで
0:04:18,participant06,2,0,0,0,0,立つの
0:04:19,participant06,2,0,0,0,0,うん
0:04:23,participant06,2,0,0,0,0,わー
0:04:27,participant06,2,0,0,0,0,これ面白いわ
0:04:30,participant06,2,0,0,0,0,ぽん
0:04:32,participant06,2,0,0,0,0,ぼん
0:04:32,participant06,2,0,0,0,0,ぽん
0:04:35,participant06,2,0,0,0,0,ばあ
0:04:37,participant06,2,1,0,1,0,あらもうこれおしまい？
0:04:43,participant06,2,0,0,0,0,これか？
0:04:44,participant06,2,1,0,0,0,これか？
0:04:45,participant06,2,0,0,0,0,はいどうぞ
0:04:50,participant06,2,1,0,1,0,気に入った？
0:04:56,participant06,2,1,0,1,0,いっぱいあるからいっぱい気になるなあ
0:05:00,participant06,2,0,0,0,0,もっかいかかすんでこれ
0:05:03,participant06,2,0,0,0,0,うん、星
0:05:07,participant06,2,0,0,0,0,四角
0:05:11,participant06,2,0,0,0,0,こーこ
0:05:13,participant06,2,0,0,0,0,ぽん
0:05:17,participant06,2,0,0,0,0,なくなった
0:05:18,participant06,2,0,0,0,0,おいしょ
0:05:20,participant06,2,0,0,0,0,かかこれも気にいってまーす
0:05:28,participant06,2,0,0,0,0,いいやろ
0:05:38,participant06,2,0,0,0,0,ん
0:05:39,participant06,2,0,0,0,0,難しいで
0:05:42,participant06,2,0,0,0,0,はいどうぞ
0:05:45,participant06,2,0,0,0,0,上手
0:05:49,participant06,2,0,0,0,0,コロコロコロコロコロコロコロコロ
0:05:52,participant06,2,0,0,0,0,はい
0:05:54,participant06,2,0,0,0,0,あー上手上手上手
0:05:55,participant06,2,0,0,0,0,おお、怖い怖い
0:05:57,participant06,2,0,0,0,0,トントントン
0:06:00,participant06,2,1,0,1,0,いい？
0:06:01,participant06,2,1,0,1,0,もういい？
0:06:01,participant06,2,1,0,1,0,やる？
0:06:02,participant06,2,0,0,0,0,いくで？
0:06:05,participant06,2,0,0,0,0,うん
0:06:07,participant06,2,0,0,0,0,上手ー
0:06:14,participant06,2,0,0,0,0,うん
0:06:16,participant06,2,0,0,0,0,はいどうぞ
0:06:23,participant06,2,0,0,0,0,これね、これな
0:06:24,participant06,2,0,0,0,0,ここチョンって押してごらん
0:06:25,participant06,2,0,0,0,0,チョン
0:06:30,participant06,2,0,0,0,0,きたー
0:06:38,participant06,2,0,0,0,0,こっちも？
0:06:38,participant06,2,0,0,0,0,はい
0:06:43,participant06,2,0,0,0,0,どうぞ
0:06:45,participant06,2,0,0,0,0,よいしょーー
0:06:47,participant06,2,0,0,0,0,よいしょー
0:06:50,participant06,2,0,0,0,0,うん
0:06:52,participant06,2,0,0,0,0,ちょんちょんちょんちょん
0:07:06,participant06,2,0,0,0,0,はいマークもここ
0:07:09,participant06,2,0,0,0,0,穴もここ
0:07:13,participant06,2,0,0,0,0,穴もここ
0:07:16,participant06,2,0,0,0,0,ん！
0:07:20,participant06,2,0,0,0,0,なに？
0:07:20,participant06,2,0,0,1,0,これか？
0:07:22,participant06,2,0,0,1,0,それか？
0:07:31,participant06,2,1,0,0,0,嫌やの(?)
0:07:37,participant06,2,0,0,0,0,いくで？
0:07:42,participant06,2,0,0,0,0,はい
0:07:43,participant06,2,0,0,0,0,あー上手ー
0:07:44,participant06,2,0,0,0,0,おっけーわなちょっとまって(?)
0:07:47,participant06,2,0,0,0,0,鼻くしょ
0:07:48,participant06,2,0,0,0,0,はい
0:07:51,participant06,2,0,0,0,0,ええか？
0:07:53,participant06,2,0,0,0,0,大きいでー
0:07:56,participant06,2,0,0,0,0,あ、まだあったこれ
0:08:00,participant06,2,0,0,0,0,ここにー？
0:08:01,participant06,2,0,0,0,0,ポトン！
0:08:02,participant06,2,0,0,0,0,バア
0:08:09,participant06,2,0,0,0,0,はいどうぞ
0:08:21,participant06,2,0,0,0,0,て？
0:08:21,participant06,2,0,0,0,0,あしいとの(?)
0:08:28,participant06,2,0,0,0,0,ブーーー
0:08:29,participant06,2,0,0,0,0,これはこれ
0:08:31,participant06,2,0,0,0,0,これはこれです
0:08:36,participant06,2,0,0,0,0,うん
0:08:37,participant06,2,1,0,1,0,もっかいか？
0:08:38,participant06,2,0,0,0,0,わーすごいすごい
0:08:39,participant06,2,0,0,0,0,すごい力やな
0:08:41,participant06,2,0,0,0,0,すごいな
0:08:45,participant06,2,0,0,0,0,んー？
0:08:48,participant06,2,0,0,0,0,あれ
0:08:48,participant06,2,0,0,0,0,ポイってしたん
0:08:54,participant06,2,0,0,0,0,こちょこちょこちょこちょ
0:09:01,participant06,2,0,0,0,0,覗いて？
0:09:01,participant06,2,0,0,0,0,まー？
0:09:03,participant06,2,0,0,0,0,まー？
0:09:06,participant06,2,0,0,0,0,まあ
0:09:06,participant06,2,0,0,0,0,あーおいとととと
0:09:10,participant06,2,0,0,0,0,危なかった
0:09:13,participant06,2,0,0,0,0,うん
0:09:27,participant06,2,0,0,0,0,おー
0:09:35,participant06,2,0,0,0,0,はい
0:09:35,participant06,2,1,0,1,0,これか？
0:09:37,participant06,2,0,0,0,0,はな
0:09:40,participant06,2,1,0,1,0,すんの？
0:09:41,participant06,2,0,0,0,0,いくで？
0:09:46,participant06,2,0,0,0,0,はい
0:09:48,participant06,2,0,0,0,0,そうそうそうそうそうそう
0:09:50,participant06,2,0,0,0,0,えー
0:09:51,participant06,2,0,0,0,0,これはできへんわ
0:09:53,participant06,2,0,0,0,0,ぴゅー
0:09:57,participant06,2,0,0,0,0,おいで？
0:00:00,participant08,1,0,0,0,0,まひどれで遊ぶ
0:00:08,participant08,1,0,1,0,0,これは？
0:00:08,participant08,1,0,1,0,0,こっちは？
0:00:09,participant08,1,0,0,0,0,カタカタ
0:00:12,participant08,1,0,0,0,0,あ、いった
0:00:16,participant08,1,0,0,0,0,いった
0:00:19,participant08,1,0,0,0,0,あ
0:00:20,participant08,1,0,0,0,0,いったいった
0:00:22,participant08,1,0,0,0,0,よいしょ
0:00:23,participant08,1,0,0,0,0,カタカター
0:00:26,participant08,1,0,0,0,0,あ
0:00:28,participant08,1,0,0,0,0,カタカタカタカター
0:00:33,participant08,1,1,0,1,0,長いのがいいの
0:00:40,participant08,1,0,0,0,0,これは？
0:00:40,participant08,1,0,0,0,0,カタカター
0:00:43,participant08,1,0,0,0,0,あ
0:00:44,participant08,1,0,0,0,0,止まった
0:00:49,participant08,1,0,0,0,0,あれ？
0:00:53,participant08,1,0,0,0,0,ほい
0:00:55,participant08,1,0,0,0,0,あ、いったいったいった
0:00:56,participant08,1,0,0,0,0,いったいったいった
0:01:04,participant08,1,0,0,0,0,あっ
0:01:04,participant08,1,0,0,0,0,あーあ
0:01:06,participant08,1,0,0,0,0,落ちちゃった
0:01:07,participant08,1,0,0,0,0,こっちはい、いくよ
0:01:09,participant08,1,0,0,0,0,ほい
0:01:10,participant08,1,0,0,0,0,見て見て
0:01:13,participant08,1,0,0,0,0,あ
0:01:20,participant08,1,0,0,0,0,うん、ここここ
0:01:22,participant08,1,0,0,0,0,お！
0:01:23,participant08,1,0,0,0,0,いったいったいったいった
0:01:25,participant08,1,0,0,0,0,できた
0:01:28,participant08,1,0,0,0,0,これこれ
0:01:31,participant08,1,0,0,0,0,あ
0:01:31,participant08,1,0,0,0,0,落ちちゃった
0:01:34,participant08,1,0,0,0,0,はい、どうぞ
0:01:39,participant08,1,0,0,0,0,い
0:01:40,participant08,1,1,0,1,0,いらんの？
0:01:44,participant08,1,0,0,0,0,これはい、いくで
0:01:46,participant08,1,0,0,0,0,ほいっ
0:01:49,participant08,1,0,0,0,0,いったいったいった
0:01:54,participant08,1,0,0,0,0,うん
0:01:59,participant08,1,0,0,0,0,ここ置いてここ
0:02:10,participant08,1,0,0,0,0,あ
0:02:12,participant08,1,0,0,0,0,落ちちゃった
0:02:20,participant08,1,0,0,0,0,うん
0:02:21,participant08,1,0,0,0,0,あった？
0:02:32,participant08,1,0,0,0,0,これここは？
0:02:33,participant08,1,0,0,0,0,あ、開いた
0:02:33,participant08,1,0,0,0,0,あっお家にあるやつと一緒のブロック入ってるわ
0:02:44,participant08,1,0,0,0,0,あったー
0:02:45,participant08,1,0,0,0,0,まひこっちは？
0:02:46,participant08,1,0,0,0,0,ほら見て？みて？
0:02:48,participant08,1,0,0,0,0,またここここ
0:02:49,participant08,1,0,0,0,0,あった
0:02:58,participant08,1,0,0,0,0,ここは？ここ
0:03:14,participant08,1,1,0,1,0,何かついてる？
0:03:17,participant08,1,0,0,0,0,ここも入ってるで
0:03:18,participant08,1,0,0,0,0,見てまーたん
0:03:19,participant08,1,0,0,0,0,こここここ
0:03:23,participant08,1,1,0,1,0,メガネかけてるな
0:03:26,participant08,1,0,0,0,0,これは？
0:03:41,participant08,1,0,0,0,0,はい
0:03:43,participant08,1,0,0,0,0,どうじょ
0:03:49,participant08,1,1,0,1,0,気になる？
0:03:57,participant08,1,0,0,0,0,なに
0:03:58,participant08,1,0,0,0,0,なに
0:04:06,participant08,1,0,0,0,0,よいしょ
0:04:08,participant08,1,0,0,0,0,おうおう
0:04:09,participant08,1,0,0,0,0,おっとととととと
0:04:11,participant08,1,0,0,0,0,ちょいちょいちょいそこ
0:04:13,participant08,1,0,0,0,0,ちょちょちょちょちょっとちょっと
0:04:15,participant08,1,0,0,0,0,手、一回これひも離して
0:04:17,participant08,1,0,0,0,0,よいしょ
0:04:18,participant08,1,0,0,0,0,ちょ、これちょっと離して
0:04:20,participant08,1,0,0,0,0,よいしょ
0:04:22,participant08,1,0,0,1,0,これは？
0:04:23,participant08,1,0,1,1,0,ブロックは？まひ
0:04:25,participant08,1,0,0,0,0,行くで
0:04:25,participant08,1,0,0,0,0,あ
0:04:27,participant08,1,0,0,0,0,よいしょ
0:04:30,participant08,1,0,0,0,0,あーあ
0:04:31,participant08,1,0,0,0,0,壊れちゃった
0:04:32,participant08,1,0,0,0,0,もう1回
0:04:33,participant08,1,0,0,0,0,もう1回
0:04:36,participant08,1,0,0,0,0,ほい
0:04:37,participant08,1,0,0,0,0,ああ
0:04:39,participant08,1,0,0,0,0,あーあー
0:04:40,participant08,1,0,0,0,0,あ、まだあるわ
0:04:43,participant08,1,0,0,0,0,はい
0:04:44,participant08,1,0,0,0,0,どうぞ
0:04:47,participant08,1,0,0,0,0,はい
0:04:48,participant08,1,0,0,0,0,あー
0:04:50,participant08,1,0,0,0,0,あーあ
0:04:52,participant08,1,0,0,0,0,よいしょ
0:04:54,participant08,1,0,0,0,0,ほい
0:04:56,participant08,1,0,0,0,0,ほい
0:04:56,participant08,1,0,0,0,0,あ
0:05:00,participant08,1,0,0,0,0,いくで
0:05:03,participant08,1,0,0,0,0,ああ
0:05:05,participant08,1,0,0,0,0,あーーー壊れちゃった
0:05:09,participant08,1,0,0,0,0,よいしょ
0:05:11,participant08,1,0,0,0,0,はい
0:05:12,participant08,1,0,0,0,0,あっ
0:05:13,participant08,1,0,0,0,0,あーあー
0:05:15,participant08,1,0,0,0,0,よいしょ
0:05:15,participant08,1,0,0,0,0,はいもう一回
0:05:18,participant08,1,0,0,0,0,あっ
0:05:21,participant08,1,0,0,0,0,あーまだ入ってるかな
0:05:22,participant08,1,0,0,0,0,あったあった
0:05:26,participant08,1,0,0,0,0,はい
0:05:28,participant08,1,0,0,0,0,ん、あ！
0:05:32,participant08,1,0,0,0,0,あーあ
0:05:34,participant08,1,0,0,0,0,壊れちゃったあ
0:05:38,participant08,1,0,0,0,0,よいしょ
0:05:39,participant08,1,0,0,0,0,わ、見てまひ
0:05:41,participant08,1,0,0,0,0,あっ
0:06:02,participant08,1,0,0,0,0,これ誰？
0:06:04,participant08,1,0,0,0,0,あ、まひブーブー
0:06:08,participant08,1,0,0,0,0,まひブーブーは？
0:06:10,participant08,1,0,0,0,0,ブーブー
0:06:13,participant08,1,0,0,0,0,パクパクパクン
0:06:14,participant08,1,1,0,1,0,いらんの？
0:06:15,participant08,1,1,0,1,0,ブーブーいらんの？
0:06:18,participant08,1,1,0,1,0,ブーブーいらん言われた
0:06:29,participant08,1,0,0,0,0,よいしょ
0:06:45,participant08,1,0,0,0,0,うん
0:06:49,participant08,1,0,0,0,0,コロコロ
0:06:49,participant08,1,0,0,0,0,おっ！キタキタ
0:06:51,participant08,1,0,0,0,0,コロコロー
0:07:04,participant08,1,0,0,0,0,これだれ？
0:07:05,participant08,1,0,0,0,0,ワンワン
0:07:07,participant08,1,0,0,1,0,そうそれうーたん
0:07:09,participant08,1,0,0,1,0,うーたん
0:07:17,participant08,1,0,0,0,0,あい
0:07:21,participant08,1,1,0,1,0,うん、これするの？
0:07:22,participant08,1,0,0,0,0,いくで？
0:07:23,participant08,1,0,0,0,0,コトコトー
0:07:24,participant08,1,0,0,0,0,いったいったいった
0:07:25,participant08,1,0,0,0,0,いったいった
0:07:27,participant08,1,0,0,0,0,うん
0:07:33,participant08,1,0,0,0,0,あ、ここ落ちた
0:07:40,participant08,1,0,0,0,0,あーあ
0:07:41,participant08,1,0,0,0,0,落ちちゃった
0:07:43,participant08,1,0,0,0,0,これは？
0:07:44,participant08,1,0,0,0,0,カタカター
0:07:46,participant08,1,0,0,0,0,go！
0:07:47,participant08,1,0,0,0,0,いったいったいったいった
0:07:54,participant08,1,0,0,0,0,あっ
0:07:56,participant08,1,0,0,0,0,できる？
0:07:57,participant08,1,0,0,0,0,そう、カタカター
0:08:00,participant08,1,1,0,1,0,これ？
0:08:00,participant08,1,0,0,0,0,行くでー
0:08:02,participant08,1,0,0,0,0,go！
0:08:04,participant08,1,0,0,0,0,いったいったいったいった
0:08:22,participant08,1,1,0,1,0,するの？
0:08:23,participant08,1,0,0,0,0,いくよ
0:08:25,participant08,1,0,0,0,0,カタカター
0:08:26,participant08,1,0,0,0,0,いったいったいったいった
0:08:41,participant08,1,1,0,1,0,うん、するの？
0:08:42,participant08,1,0,0,0,0,いくで？
0:08:43,participant08,1,0,0,0,0,おお
0:08:45,participant08,1,0,0,0,0,go！
0:08:45,participant08,1,0,0,0,0,あ、いったいったいった
0:08:54,participant08,1,0,0,0,0,うん
0:08:56,participant08,1,0,0,0,0,うん、ここ
0:08:57,participant08,1,0,0,0,0,よーーいどん
0:08:58,participant08,1,0,0,0,0,あ
0:09:01,participant08,1,0,0,0,0,え？ここ置いて？
0:09:02,participant08,1,0,0,0,0,あーあ
0:09:04,participant08,1,0,0,0,0,よいしょ
0:09:08,participant08,1,0,0,0,0,うん
0:09:10,participant08,1,0,0,0,0,あ、いったいったいった
0:09:20,participant08,1,0,0,0,0,ああ
0:09:22,participant08,1,0,0,0,0,あーあ
0:09:24,participant08,1,0,0,0,0,いくでー
0:09:25,participant08,1,0,0,0,0,go！
0:09:25,participant08,1,0,0,0,0,あ
0:09:33,participant08,1,1,0,1,0,ん、するの？
0:09:34,participant08,1,0,0,0,0,お鼻出てる
0:09:36,participant08,1,0,0,0,0,よいちょ
0:09:38,participant08,1,0,0,0,0,はい
0:09:42,participant08,1,0,0,0,0,何で取んの
0:09:42,participant08,1,0,0,0,0,カタカタできひん
0:09:44,participant08,1,0,0,0,0,はい
0:09:45,participant08,1,0,0,0,0,カタカター
0:09:46,participant08,1,0,0,0,0,いったいったー
0:00:00,participant08,2,0,0,0,0,はい、コロコロ
0:00:01,participant08,2,0,0,0,0,しゅー
0:00:02,participant08,2,0,0,0,0,しゅー
0:00:14,participant08,2,0,0,0,0,うん
0:00:24,participant08,2,0,0,0,0,あーごめん
0:00:25,participant08,2,0,0,0,0,これこっち置いとくわ
0:00:26,participant08,2,0,0,0,0,ごめんごめん
0:00:29,participant08,2,0,0,0,0,はい
0:00:29,participant08,2,1,0,1,0,まひこれは？
0:00:30,participant08,2,0,0,0,0,アンパンマン
0:00:33,participant08,2,0,0,0,0,ピッ
0:00:34,participant08,2,0,0,0,0,はっ
0:00:34,participant08,2,0,0,0,0,出てきたあ
0:00:37,participant08,2,0,0,0,0,ピッ
0:00:41,participant08,2,0,0,0,0,ここポチは？ポチ
0:00:42,participant08,2,0,0,0,0,ここここ
0:00:45,participant08,2,0,0,0,0,力ずく
0:00:47,participant08,2,0,0,0,0,力ずくやな
0:00:48,participant08,2,0,0,0,0,ここここ
0:00:49,participant08,2,0,0,0,0,ボタン押してここ
0:00:52,participant08,2,0,0,0,0,あれ
0:00:53,participant08,2,0,0,0,0,あれ
0:00:53,participant08,2,0,0,0,0,これこれこれ
0:00:54,participant08,2,0,0,0,0,ピッ
0:00:55,participant08,2,0,0,0,0,あっ
0:00:56,participant08,2,0,0,0,0,アンパンマン出てきた
0:00:57,participant08,2,0,0,0,0,そうそう
0:00:58,participant08,2,0,0,0,0,ピッ
0:00:58,participant08,2,0,0,0,0,ボタンピッ
0:00:59,participant08,2,0,0,0,0,あ！
0:00:59,participant08,2,0,0,0,0,出てきた
0:01:08,participant08,2,0,0,0,0,ぴーして
0:01:23,participant08,2,0,0,0,0,カチャカチャ
0:01:26,participant08,2,0,0,0,0,激しいな
0:01:28,participant08,2,0,0,0,0,カタカタカタ
0:01:29,participant08,2,0,0,0,0,そうそうそう
0:01:29,participant08,2,0,0,0,0,上手上手
0:01:33,participant08,2,0,0,0,0,カタカタカタ
0:01:34,participant08,2,0,0,0,0,そうそう
0:01:34,participant08,2,0,0,0,0,カタカタ
0:01:36,participant08,2,0,0,0,0,それですんの？
0:01:37,participant08,2,0,0,0,0,これカタカタ
0:01:40,participant08,2,0,0,0,0,カタカタ
0:01:40,participant08,2,0,0,0,0,ああ
0:01:42,participant08,2,0,0,0,0,カタカタ
0:01:45,participant08,2,1,0,1,0,もういらんの？
0:02:02,participant08,2,0,0,0,0,どうぞ
0:02:05,participant08,2,0,0,0,0,あ
0:02:11,participant08,2,0,0,0,0,ほら、はい
0:02:12,participant08,2,0,0,0,0,どうじょ
0:02:15,participant08,2,0,0,0,0,そう、カタカタカタカタ
0:02:25,participant08,2,0,0,0,0,はい
0:02:26,participant08,2,0,0,0,0,あー、そうカタカタカタ
0:02:39,participant08,2,0,0,0,0,あ！
0:02:41,participant08,2,0,0,0,0,メロンパンナちゃん出てきた
0:02:47,participant08,2,0,0,0,0,出てきた
0:02:50,participant08,2,0,0,0,0,あれ？に
0:02:54,participant08,2,0,0,0,0,引っかからへんなそれ
0:03:04,participant08,2,0,0,0,0,よいしょ
0:03:06,participant08,2,0,0,0,0,取らんといて
0:03:07,participant08,2,0,0,0,0,ほらほら
0:03:08,participant08,2,0,0,0,0,また
0:03:10,participant08,2,0,0,0,0,まる、まる
0:03:11,participant08,2,0,0,0,0,あ、あったあった
0:03:16,participant08,2,0,0,0,0,ここは？
0:03:21,participant08,2,0,0,0,0,あ、入ったー
0:03:32,participant08,2,0,0,0,0,それ？
0:03:32,participant08,2,0,0,0,0,それどこやろ
0:03:36,participant08,2,0,0,0,0,ここここここ
0:03:37,participant08,2,0,0,0,0,見て
0:03:40,participant08,2,0,0,0,0,よいちょ
0:03:41,participant08,2,0,0,0,0,あっ
0:03:42,participant08,2,0,0,0,0,入った
0:04:01,participant08,2,0,0,0,0,あ
0:04:02,participant08,2,1,0,0,0,え？入ったそれ
0:04:04,participant08,2,0,0,0,0,まひこれここは？
0:04:05,participant08,2,0,0,0,0,はい
0:04:08,participant08,2,0,0,0,0,よーいちょ
0:04:09,participant08,2,0,0,0,0,お！
0:04:10,participant08,2,0,0,0,0,入った？
0:04:12,participant08,2,0,0,0,0,ここ開けて
0:04:18,participant08,2,0,0,0,0,ば？
0:04:18,participant08,2,0,0,0,0,出てきたん？
0:04:37,participant08,2,0,0,0,0,あとちょっと
0:04:40,participant08,2,1,0,0,0,うん、ここここ
0:04:41,participant08,2,1,0,0,0,あってるあってる
0:04:42,participant08,2,0,0,0,0,あ、入ったー
0:04:48,participant08,2,0,0,0,0,上手上手
0:05:08,participant08,2,0,0,0,0,かかかか
0:05:14,participant08,2,0,0,0,0,ここここここ
0:05:15,participant08,2,1,0,0,0,あってるあってる
0:05:15,participant08,2,0,0,0,0,よーいしょ
0:05:17,participant08,2,0,0,0,0,はい
0:05:18,participant08,2,0,0,0,0,入ったー
0:05:21,participant08,2,0,0,0,0,入った入った
0:05:23,participant08,2,0,0,0,0,ぱちぱち
0:05:33,participant08,2,0,0,0,0,ん、どうじょ
0:05:40,participant08,2,0,0,0,0,なにー
0:05:41,participant08,2,1,0,1,0,何が嫌なん
0:05:42,participant08,2,0,0,0,0,何々？
0:05:53,participant08,2,0,0,0,0,よいしょ
0:05:55,participant08,2,0,0,1,0,これは？
0:05:56,participant08,2,1,0,1,0,1回する
0:05:57,participant08,2,0,0,0,0,はい
0:06:00,participant08,2,0,0,0,0,よいしょ
0:06:01,participant08,2,0,0,0,0,あ！
0:06:03,participant08,2,0,0,0,0,あ
0:06:05,participant08,2,0,0,1,0,あ、まひがすんの
0:06:11,participant08,2,0,0,0,0,ここもういっこ
0:06:16,participant08,2,0,0,0,0,コンコンするん
0:06:22,participant08,2,0,0,0,0,のせたん
0:06:29,participant08,2,0,0,0,0,あ、そこ乗った乗った乗った
0:06:35,participant08,2,0,0,0,0,あ、倒れた
0:06:37,participant08,2,0,0,0,0,パチパチなんそれも
0:06:43,participant08,2,0,0,0,0,お！
0:06:43,participant08,2,0,0,0,0,できた！
0:06:45,participant08,2,0,0,0,0,できたー
0:06:54,participant08,2,0,0,0,0,はい
0:06:55,participant08,2,0,0,0,0,パチパチ
0:07:00,participant08,2,0,0,0,0,何ー
0:07:02,participant08,2,0,0,0,0,これかな？(?)
0:07:05,participant08,2,0,0,0,0,何
0:07:06,participant08,2,0,0,0,0,これ
0:07:06,participant08,2,0,0,0,0,え？
